2310 7 19 0
RICKFACE 140.0000000000 125.0000000000 9.0000000000 0.0000000000 0.0000000000 0.2777779000 0.0629630100 0.6666667500 0.3111111800 6.1851850000 7.3333335000 7.6666665000 3.5555556000 3.4444444000 4.4444447000 -7.8888890000 7.7777777000 0.5456349000 -1.1218182000 
BRICKFACE 188.0000000000 133.0000000000 9.0000000000 0.0000000000 0.0000000000 0.3333333400 0.2666667400 0.5000000000 0.0777777360 6.6666665000 8.3333340000 7.7777777000 3.8888888000 5.0000000000 3.3333333000 -8.3333330000 8.4444450000 0.5385802400 -0.9248172600 
BRICKFACE 105.0000000000 139.0000000000 9.0000000000 0.0000000000 0.0000000000 0.2777778200 0.1074074360 0.8333332500 0.5222221600 6.1111110000 7.5555553000 7.2222223000 3.5555556000 4.3333335000 3.3333333000 -7.6666665000 7.5555553000 0.5326279000 -0.9659458400 
BRICKFACE 34.0000000000 137.0000000000 9.0000000000 0.0000000000 0.0000000000 0.5000002000 0.1666667300 1.1111110000 0.4740741800 5.8518520000 7.7777777000 6.4444447000 3.3333333000 5.7777777000 1.7777778000 -7.5555553000 7.7777777000 0.5736331300 -0.7442716400 
BRICKFACE 39.0000000000 111.0000000000 9.0000000000 0.0000000000 0.0000000000 0.7222222700 0.3740741600 0.8888889000 0.4296295000 6.0370370000 7.0000000000 7.6666665000 3.4444444000 2.8888888000 4.8888890000 -7.7777777000 7.8888890000 0.5629188400 -1.1757725000 
BRICKFACE 16.0000000000 128.0000000000 9.0000000000 0.0000000000 0.0000000000 0.5000000000 0.0777777660 0.6666667500 0.3111111800 5.5555553000 6.8888890000 6.6666665000 3.1111112000 4.0000000000 3.3333333000 -7.3333335000 7.1111110000 0.5615079400 -0.9858107600 
BRICKFACE 26.0000000000 67.0000000000 9.0000000000 0.1111111100 0.0000000000 1.0000000000 0.8888903000 2.4444447000 3.1851847000 20.0000000000 19.5555550000 25.8888900000 14.5555550000 -1.3333334000 17.6666660000 -16.3333340000 25.8888900000 0.4369392000 -1.6232022000 
BRICKFACE 14.0000000000 110.0000000000 9.0000000000 0.0000000000 0.0000000000 1.7222224000 5.3518505000 2.6666667000 1.0222229000 17.9259260000 18.8888900000 21.4444450000 13.4444450000 2.8888888000 10.5555550000 -13.4444450000 21.4444450000 0.3688483200 -1.3450956000 
BRICKFACE 11.0000000000 108.0000000000 9.0000000000 0.0000000000 0.0000000000 1.3333335000 0.8000002500 1.3888888000 0.9518516700 17.6666660000 19.0000000000 21.1111100000 12.8888890000 4.0000000000 10.3333330000 -14.3333330000 21.1111100000 0.3887564500 -1.3021333000 
BRICKFACE 85.0000000000 101.0000000000 9.0000000000 0.0000000000 0.0000000000 1.3333334000 1.2888881000 1.2777777000 1.2185181000 21.2962970000 21.2222210000 26.7777790000 15.8888890000 -0.2222222200 16.4444450000 -16.2222210000 26.7777790000 0.4047922000 -1.5585992000 
BRICKFACE 18.0000000000 145.0000000000 9.0000000000 0.0000000000 0.0000000000 0.3888889600 0.0185184960 0.6111111000 0.3740741000 3.9259260000 5.5555553000 4.0000000000 2.2222223000 4.8888890000 0.2222222200 -5.1111110000 5.5555553000 0.6005291000 -0.5709400000 
BRICKFACE 23.0000000000 55.0000000000 9.0000000000 0.0000000000 0.0000000000 2.2222216000 3.6740727000 1.7777773000 0.7851852000 23.4444450000 21.6666660000 31.1111100000 17.5555550000 -5.3333335000 23.0000000000 -17.6666660000 31.1111100000 0.4350702200 -1.7711632000 
BRICKFACE 196.0000000000 129.0000000000 9.0000000000 0.0000000000 0.0000000000 0.8333332500 0.4333333400 0.6666667000 0.1777777400 6.3333335000 7.8888890000 7.3333335000 3.7777777000 4.6666665000 3.0000000000 -7.6666665000 8.2222220000 0.5401234600 -0.9327826000 
BRICKFACE 80.0000000000 116.0000000000 9.0000000000 0.0000000000 0.0000000000 1.5000000000 1.6333328000 1.5555557000 0.8740740400 21.7037030000 21.2222210000 27.5555550000 16.3333340000 -1.4444444000 17.5555550000 -16.1111100000 27.5555550000 0.4073642200 -1.6322426000 
BRICKFACE 2.0000000000 44.0000000000 9.0000000000 0.0000000000 0.0000000000 2.1666672000 2.3888876000 2.3888896000 1.5296285000 18.7407400000 17.3333340000 25.2222210000 13.6666670000 -4.2222223000 19.4444450000 -15.2222220000 25.2222210000 0.4576814200 -1.7537255000 
BRICKFACE 120.0000000000 136.0000000000 9.0000000000 0.0000000000 0.0000000000 0.6111111600 0.4185187000 1.0000001000 0.4444444000 6.2592590000 7.7777777000 7.2222223000 3.7777777000 4.5555553000 2.8888888000 -7.4444447000 8.0000000000 0.5295414300 -0.9246065600 
BRICKFACE 146.0000000000 124.0000000000 9.0000000000 0.0000000000 0.0000000000 0.4999999000 0.1666666400 0.3888887500 0.1074073760 6.0370370000 7.4444447000 7.3333335000 3.3333333000 4.2222223000 3.8888888000 -8.1111110000 7.6666665000 0.5634920600 -1.0247301000 
